Company,Product,Inches,Memory,Gpu,OpSys,Price_euros,height,width,Clock,Weight_in_kg
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 520,Windows 10,1637.0,1440,2560,2.3,1.36
Lenovo,IdeaPad 310-15IKB,15.6,6,Nvidia GeForce 920M,Windows 10,831.0,1080,1920,2.7,1.54
Dell,Vostro 5568,15.6,8,Nvidia GeForce GT 940MX,Linux,895.01,1080,1920,2.7,1.98
Acer,Aspire 3,15.6,4,Intel HD Graphics 500,Windows 10,333.0,768,1366,2.0,2.1
HP,Pavilion 15-BC000nv,15.6,6,Nvidia GeForce GTX 960M,Windows 10,799.0,1080,1920,2.6,2.18
Asus,Rog GL552VW-DM201T,15.6,8,Nvidia GeForce GTX 960M,Windows 10,909.0,1080,1920,2.6,2.591
Dell,Inspiron 5578,15.6,16,Intel HD Graphics 620,Windows 10,1179.0,1080,1920,2.7,2.09
Acer,Aspire E5-576G,15.6,4,Nvidia GeForce 940MX,Windows 10,691.0,1080,1920,2.5,2.23
Dell,XPS 13,13.3,8,Intel HD Graphics 520,Linux,1099.0,1800,3200,2.4,1.23
Acer,Predator G9-793,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2599.0,1080,1920,2.8,4.2
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1050,Windows 10,819.0,1080,1920,2.5,2.4
Samsung,Chromebook Plus,12.3,4,ARM Mali T860 MP4,Chrome OS,659.0,1600,2400,2.0,1.15
HP,250 G6,15.6,4,Intel HD Graphics 620,Windows 10,485.0,768,1366,2.5,1.86
Apple,"MacBook 12""",12.0,8,Intel HD Graphics 5300,Mac OS X,1163.0,1440,2304,1.1,0.92
Dell,Inspiron 7378,13.3,8,Intel HD Graphics 620,Windows 10,1199.0,1080,1920,2.5,1.6
HP,Pavilion Power,15.6,12,Nvidia GeForce GTX 1050,Windows 10,1327.0,1080,1920,2.8,2.21
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,4,AMD Radeon R5 M430,No OS,368.0,768,1366,2.0,1.9
Asus,Rog G752VY-GC229T,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2150.0,1080,1920,2.6,4.3
Acer,Aspire 3,15.6,4,Intel HD Graphics 500,Linux,272.0,768,1366,2.0,2.1
MSI,GS73VR 7RF,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2048.9,1080,1920,2.8,2.43
Dell,Inspiron 5567,15.6,4,AMD Radeon R7 M440,Windows 10,499.0,768,1366,2.0,2.3
Lenovo,IdeaPad 310-15ISK,15.6,8,Nvidia GeForce 920MX,No OS,629.0,768,1366,2.5,2.2
Dell,Inspiron 5579,15.6,16,Intel UHD Graphics 620,Windows 10,1285.0,1080,1920,1.8,2.0
Dell,XPS 13,13.3,16,Intel HD Graphics 620,Windows 10,2680.0,1800,3200,2.7,1.2
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,8,Nvidia GeForce GTX 1060,Windows 10,1169.0,1080,1920,2.6,2.2
Dell,Inspiron 5567,15.6,8,AMD Radeon R7 M445,Windows 10,889.0,1080,1920,2.5,2.36
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,8,Intel HD Graphics 620,Windows 10,579.0,768,1366,2.5,1.91
Lenovo,IdeaPad 320-15AST,15.6,4,AMD Radeon R2 Graphics,Windows 10,299.0,768,1366,2.2,2.2
Acer,Aspire E5-774G,17.3,8,Nvidia GeForce 940MX,Windows 10,629.0,900,1600,2.0,3.3
Asus,Rog Strix,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2449.0,1080,1920,2.8,2.2
Apple,"MacBook 12""",12.0,8,Intel HD Graphics 515,Mac OS X,1279.0,1440,2304,1.2,0.92
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1749.0,1080,1920,2.8,2.2
MSI,GS73VR Stealth,17.3,16,Nvidia GeForce GTX 1060,Windows 10,1948.99,1080,1920,2.6,2.43
Dell,Inspiron 7579,15.6,8,Intel HD Graphics 620,Windows 10,999.0,1080,1920,2.5,2.191
Asus,ROG Strix,17.3,16,Nvidia GeForce GTX 1060,Windows 10,1949.0,1080,1920,2.8,2.9
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,11.6,2,Intel HD Graphics,Chrome OS,174.0,768,1366,1.5,1.3
Acer,E5 774G,17.3,4,Nvidia GeForce 940MX,Windows 10,598.0,900,1600,2.0,3.3
Lenovo,IdeaPad 320-17IKB,17.3,8,Intel HD Graphics 620,No OS,539.0,900,1600,2.5,2.8
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960<U+039C>,Windows 10,1272.0,1080,1920,2.6,2.6
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14.0,8,Intel HD Graphics 615,Windows 10,1149.0,1080,1920,1.3,1.2
Lenovo,Thinkpad T560,15.6,8,Intel HD Graphics 520,Windows 10,1529.0,1080,1920,2.6,2.3
MSI,GP62MVR 6RF,15.6,8,Nvidia GeForce GTX 1060,Windows 10,1476.11,1080,1920,2.6,2.2
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,6,AMD Radeon 530,Windows 10,529.0,1080,1920,2.7,2.1
Dell,Latitude E7270,12.5,8,Intel HD Graphics 520,Windows 7,1713.37,1080,1920,2.4,1.26
Dell,Inspiron 5578,15.0,4,Intel HD Graphics 620,Windows 10,509.0,1080,1920,2.4,2.08
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,4,Intel HD Graphics 405,Windows 10,309.0,768,1366,1.6,2.65
Dell,XPS 13,13.3,8,Intel HD Graphics 620,Windows 10,1477.0,1800,3200,2.7,1.29
Dell,Vostro 3568,15.6,4,Intel HD Graphics 520,Linux,521.86,768,1366,2.5,2.18
Lenovo,IdeaPad Y700-15ISK,15.6,16,Nvidia GeForce GTX 960M,Windows 10,1029.0,1080,1920,2.6,2.6
MSI,GL62M 7RDX,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1149.0,1080,1920,2.8,2.2
Lenovo,ThinkPad Yoga,12.5,16,Intel HD Graphics 520,Windows 10,1650.0,1080,1920,2.5,1.3
Razer,Blade Pro,14.0,16,Nvidia GeForce GTX 1060,Windows 10,3499.0,1080,1920,2.8,1.95
Dell,Inspiron 3567,15.6,8,Intel HD Graphics 620,Windows 10,469.01,768,1366,2.4,2.3
MSI,GE72VR Apache,17.3,16,Nvidia GeForce GTX 1060,Windows 10,1598.0,1080,1920,2.8,2.7
Apple,MacBook Air,11.6,4,Intel HD Graphics 6000,Mac OS X,959.0,768,1366,1.6,1.08
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,4,Intel HD Graphics 520,Windows 10,478.0,1080,1920,2.0,2.1
HP,EliteBook 840,14.0,8,Intel HD Graphics 520,Windows 7,2198.19,1440,2560,2.5,1.54
Dell,Vostro 3559,15.6,4,Intel HD Graphics 520,Windows 7,737.0,768,1366,2.3,2.24
MSI,GL62 6QF,15.6,8,Nvidia GeForce GTX 960M,Windows 10,1169.0,1080,1920,2.6,2.3
Lenovo,ThinkPad 13,13.3,16,Intel HD Graphics 620,Windows 10,1499.0,1080,1920,2.7,1.4
Lenovo,IdeaPad 320-15ABR,15.6,6,AMD Radeon 530,Windows 10,597.57,1080,1920,3.6,2.2
Asus,ZenBook UX310UA-WB71,13.3,8,Intel HD Graphics 520,Windows 10,1280.0,1080,1920,2.5,1.45
Acer,Aspire ES1-572,15.6,4,Intel HD Graphics 520,Linux,361.8,768,1366,2.0,2.4
Dell,Inspiron 7779,17.3,16,Nvidia GeForce 940MX,Windows 10,1799.0,1080,1920,2.7,2.77
HP,EliteBook 840,14.0,4,Intel HD Graphics 520,Windows 7,1099.99,1080,1920,2.3,1.54
Asus,Rog GL553VE-FY052T,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1600.0,1080,1920,2.8,2.5
Dell,Latitude 5480,14.0,4,Intel HD Graphics 620,Windows 10,875.0,768,1366,2.5,1.6
Asus,Rog GL502VS,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2325.0,1080,1920,2.6,2.34
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,15.6,8,Intel HD Graphics 620,No OS,573.0,1080,1920,2.5,2.3
Dell,XPS 13,13.3,8,Intel HD Graphics 615,Windows 10,1813.0,1800,3200,1.2,1.24
Dell,Inspiron 3552,15.6,4,Intel HD Graphics,Linux,324.0,768,1366,1.6,2.2
HP,255 G6,15.6,4,AMD Radeon R4 Graphics,Windows 10,399.0,768,1366,2.5,1.86
Lenovo,IdeaPad 310-15ISK,15.6,6,Nvidia GeForce 920MX,Windows 10,569.0,1080,1920,2.3,2.4
Lenovo,ThinkPad L460,14.0,8,Intel HD Graphics 520,Windows 10,1072.0,1080,1920,2.3,1.9
Dell,Inspiron 3552,15.6,4,Intel HD Graphics,Windows 10,443.99,768,1366,1.6,2.2
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),15.6,4,Intel HD Graphics 500,Windows 10,339.0,768,1366,1.1,2.0
Asus,Rog G752VT-GC073T,17.3,16,Nvidia GeForce GTX 970M,Windows 10,1900.0,1080,1920,2.6,4.0
Dell,Vostro 3568,15.6,4,Intel HD Graphics 520,Windows 10,490.0,768,1366,2.0,2.29
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,15.6,8,AMD Radeon R5 M330,Windows 7,895.0,1080,1920,2.5,2.32
MSI,GE62 Apache,15.6,8,Nvidia GeForce GTX 960M,Windows 10,1229.0,1080,1920,2.6,2.4
Lenovo,Yoga 500-14IBD,14.0,4,Intel HD Graphics 520,Windows 10,833.01,1080,1920,2.3,1.8
Asus,ZenBook UX305CA-UBM1,13.3,8,Intel HD Graphics 515,Windows 10,729.0,1080,1920,0.9,1.2
Dell,Inspiron 3567,15.6,6,Intel HD Graphics 620,Windows 10,459.0,768,1366,2.4,2.3
Acer,Aspire ES1-531,15.6,4,Intel HD Graphics 400,Linux,289.0,768,1366,1.6,2.4
Dell,Inspiron 3552,15.6,2,Intel HD Graphics,Windows 10,379.0,768,1366,1.6,2.2
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960M,Windows 10,899.0,1080,1920,2.6,2.6
HP,Pavilion 15-AW003nv,15.6,6,AMD Radeon R7 M440,Windows 10,549.99,1080,1920,2.9,2.04
Dell,Inspiron 3567,15.6,8,AMD Radeon R5 M430,Linux,805.99,768,1366,2.7,2.3
HP,Stream 11-Y000na,11.6,2,Intel HD Graphics 400,Windows 10,209.0,768,1366,1.6,1.17
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,4,Nvidia GeForce 920M,Windows 10,720.32,768,1366,2.5,2.2
Lenovo,Yoga 500-14ISK,14.0,4,Intel HD Graphics 520,Windows 10,638.0,1080,1920,2.5,1.8
Lenovo,Yoga 900-13ISK,13.3,16,Intel HD Graphics 520,Windows 10,1499.0,1800,3200,2.5,1.3
Lenovo,IdeaPad 100S-14IBR,14.0,2,Intel HD Graphics,Windows 10,229.0,768,1366,1.6,1.5
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,6,AMD Radeon R5 M330,Windows 10,764.0,768,1366,2.5,2.19
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,4,Intel HD Graphics,Windows 10,369.0,768,1366,1.6,2.2
Asus,ZenBook UX305CA-UBM1,13.3,8,Intel HD Graphics 515,Windows 10,729.0,1080,1920,0.9,1.2
Dell,Inspiron 3567,15.6,6,Intel HD Graphics 620,Windows 10,459.0,768,1366,2.4,2.3
Acer,Aspire ES1-531,15.6,4,Intel HD Graphics 400,Linux,289.0,768,1366,1.6,2.4
Dell,Inspiron 3552,15.6,2,Intel HD Graphics,Windows 10,379.0,768,1366,1.6,2.2
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960M,Windows 10,899.0,1080,1920,2.6,2.6
HP,Pavilion 15-AW003nv,15.6,6,AMD Radeon R7 M440,Windows 10,549.99,1080,1920,2.9,2.04
Dell,Inspiron 3567,15.6,8,AMD Radeon R5 M430,Linux,805.99,768,1366,2.7,2.3
HP,Stream 11-Y000na,11.6,2,Intel HD Graphics 400,Windows 10,209.0,768,1366,1.6,1.17
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,4,Nvidia GeForce 920M,Windows 10,720.32,768,1366,2.5,2.2
Lenovo,Yoga 500-14ISK,14.0,4,Intel HD Graphics 520,Windows 10,638.0,1080,1920,2.5,1.8
Lenovo,Yoga 900-13ISK,13.3,16,Intel HD Graphics 520,Windows 10,1499.0,1800,3200,2.5,1.3
Lenovo,IdeaPad 100S-14IBR,14.0,2,Intel HD Graphics,Windows 10,229.0,768,1366,1.6,1.5
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,6,AMD Radeon R5 M330,Windows 10,764.0,768,1366,2.5,2.19
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,4,Intel HD Graphics,Windows 10,369.0,768,1366,1.6,2.2
Asus,ZenBook UX305CA-UBM1,13.3,8,Intel HD Graphics 515,Windows 10,729.0,1080,1920,0.9,1.2
Dell,Inspiron 3567,15.6,6,Intel HD Graphics 620,Windows 10,459.0,768,1366,2.4,2.3
Acer,Aspire ES1-531,15.6,4,Intel HD Graphics 400,Linux,289.0,768,1366,1.6,2.4
Dell,Inspiron 3552,15.6,2,Intel HD Graphics,Windows 10,379.0,768,1366,1.6,2.2
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960M,Windows 10,899.0,1080,1920,2.6,2.6
HP,Pavilion 15-AW003nv,15.6,6,AMD Radeon R7 M440,Windows 10,549.99,1080,1920,2.9,2.04
Dell,Inspiron 3567,15.6,8,AMD Radeon R5 M430,Linux,805.99,768,1366,2.7,2.3
HP,Stream 11-Y000na,11.6,2,Intel HD Graphics 400,Windows 10,209.0,768,1366,1.6,1.17
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,4,Nvidia GeForce 920M,Windows 10,720.32,768,1366,2.5,2.2
Lenovo,Yoga 500-14ISK,14.0,4,Intel HD Graphics 520,Windows 10,638.0,1080,1920,2.5,1.8
Lenovo,Yoga 900-13ISK,13.3,16,Intel HD Graphics 520,Windows 10,1499.0,1800,3200,2.5,1.3
Lenovo,IdeaPad 100S-14IBR,14.0,2,Intel HD Graphics,Windows 10,229.0,768,1366,1.6,1.5
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,6,AMD Radeon R5 M330,Windows 10,764.0,768,1366,2.5,2.19
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,4,Intel HD Graphics,Windows 10,369.0,768,1366,1.6,2.2
